ID,发生日期,发生时间,结束日期,结束时间,报警日期,犯罪类型代码,犯罪类型描述,精确犯罪类型代码,精确犯罪类型描述,犯罪未遂标志,犯罪级别,事件司法管辖区,发生行政区,发生辖区,具体场所位置,发生地点类型,发生标志地名,发生住房区,长岛区X坐标,长岛区Y坐标,纬度,经度,经纬度,发生详细时间,结束详细时间,持续时间,与报警时间差
978436272,2014-11-07,16:55:00,2014-11-07,16:55:00,2014-11-07,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71.0,FRONT OF,COMMERCIAL BUILDING,,,997178.0,182894.0,40.66867729,-73.95339912,"(40.668677291, -73.953399116)",2014-11-07 16:55:00,2014-11-07 16:55:00,0.0,0
334327534,2015-11-26,10:30:00,2015-11-26,10:30:00,2015-11-26,359,OFFENSES AGAINST PUBLIC ADMINI,759.0,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,DEPT OF CORRECTIONS,BRONX,41.0,INSIDE,OTHER,,,1016268.0,227533.0,40.79115187,-73.88437192,"(40.791151867, -73.884371919)",2015-11-26 10:30:00,2015-11-26 10:30:00,0.0,0
273767496,2015-10-27,12:45:00,,,2015-10-28,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69.0,INSIDE,BANK,,,1010639.0,172794.0,40.64092512,-73.904915,"(40.640925121, -73.904914999)",2015-10-27 12:45:00,,,1
148598875,2014-10-20,9:05:00,2014-10-20,10:25:00,2014-10-20,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103.0,,STREET,,,1038832.0,195935.0,40.70431296,-73.80314114,"(40.704312957, -73.803141142)",2014-10-20 09:05:00,2014-10-20 10:25:00,80.0,0
400812319,2015-02-18,21:30:00,2015-02-18,22:00:00,2015-02-19,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114.0,,STREET,,,1009786.0,215085.0,40.75700649,-73.90782824,"(40.757006489, -73.907828239)",2015-02-18 21:30:00,2015-02-18 22:00:00,30.0,1
820323231,2014-10-26,10:00:00,2014-10-26,10:10:00,2014-10-26,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,75.0,INSIDE,GROCERY/BODEGA,,,1019847.0,184424.0,40.67281467,-73.87167483,"(40.672814673, -73.871674829)",2014-10-26 10:00:00,2014-10-26 10:10:00,10.0,0
544785232,2015-07-08,13:10:00,2015-07-08,13:50:00,2015-07-08,118,DANGEROUS WEAPONS,792.0,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,47.0,,TRANSIT - NYC SUBWAY,,,1023684.0,264797.0,40.89340055,-73.85737077,"(40.89340055, -73.857370766)",2015-07-08 13:10:00,2015-07-08 13:50:00,40.0,0
274833890,2014-07-11,21:30:00,2014-07-11,21:32:00,2014-07-11,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63.0,,STREET,,,1006602.0,172543.0,40.64024729,-73.91946219,"(40.640247288, -73.919462185)",2014-07-11 21:30:00,2014-07-11 21:32:00,2.0,0
528625912,2014-04-24,17:57:00,2014-04-24,18:00:00,2014-04-24,109,GRAND LARCENY,415.0,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109.0,,PARK/PLAYGROUND,,,1032288.0,219842.0,40.76996959,-73.82657254,"(40.769969586, -73.826572542)",2014-04-24 17:57:00,2014-04-24 18:00:00,3.0,0
800554949,2015-01-26,7:00:00,,,2015-01-26,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32.0,INSIDE,RESIDENCE - APT. HOUSE,,,1000493.0,236572.0,40.81600451,-73.94131973,"(40.816004512, -73.941319728)",2015-01-26 07:00:00,,,0
335464250,2014-12-25,13:30:00,2014-12-25,13:45:00,2014-12-25,359,OFFENSES AGAINST PUBLIC ADMINI,749.0,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104.0,INSIDE,RESIDENCE - APT. HOUSE,,,1011165.0,197497.0,40.70872768,-73.90292104,"(40.708727682, -73.902921042)",2014-12-25 13:30:00,2014-12-25 13:45:00,15.0,0
700970567,2014-08-22,3:00:00,2014-08-22,3:10:00,2014-08-22,356,PROSTITUTION & RELATED OFFENSES,565.0,"PROSTITUTION, PATRONIZING 4, 3",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44.0,,STREET,,,1011165.0,246976.0,40.84453443,-73.90272286,"(40.844534429, -73.902722859)",2014-08-22 03:00:00,2014-08-22 03:10:00,10.0,0
121003969,2014-04-27,23:30:00,2014-04-28,5:00:00,2014-04-28,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,111.0,FRONT OF,STREET,,,1050422.0,210676.0,40.7446942,-73.76119487,"(40.744694203, -73.761194867)",2014-04-27 23:30:00,2014-04-28 05:00:00,330.0,1
392980047,2014-02-16,1:05:00,2014-02-16,1:10:00,2014-02-16,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69.0,FRONT OF,RESIDENCE-HOUSE,,,1011209.0,168658.0,40.62957097,-73.90287767,"(40.629570969, -73.902877666)",2014-02-16 01:05:00,2014-02-16 01:10:00,5.0,0
651746896,2014-04-11,18:30:00,,,2014-04-11,124,KIDNAPPING & RELATED OFFENSES,193.0,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28.0,INSIDE,OTHER,,,997439.0,233857.0,40.80855768,-73.95235837,"(40.808557679, -73.952358366)",2014-04-11 18:30:00,,,0
228621426,2015-06-10,15:00:00,,,2015-06-10,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,63.0,INSIDE,DEPARTMENT STORE,,,1006189.0,161784.0,40.61071713,-73.92098528,"(40.610717129, -73.920985283)",2015-06-10 15:00:00,,,0
999857913,2015-12-01,21:00:00,2015-12-01,21:28:00,2015-12-01,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19.0,INSIDE,RESIDENCE - APT. HOUSE,,,995430.0,216861.0,40.76191096,-73.95964383,"(40.76191096, -73.959643829)",2015-12-01 21:00:00,2015-12-01 21:28:00,28.0,0
822421681,2015-06-15,5:00:00,2015-08-08,13:00:00,2015-08-08,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,34.0,INSIDE,RESIDENCE - APT. HOUSE,,,1005343.0,255734.0,40.86858834,-73.92373768,"(40.868588342, -73.923737682)",2015-06-15 05:00:00,2015-08-08 13:00:00,480.0,54
930955202,2014-03-24,15:00:00,2014-03-24,15:15:00,2014-03-24,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1.0,INSIDE,PUBLIC SCHOOL,,,982949.0,203264.0,40.72459756,-74.00469517,"(40.724597555, -74.004695174)",2014-03-24 15:00:00,2014-03-24 15:15:00,15.0,0
662351551,2015-12-25,0:38:00,2015-12-25,0:38:00,2015-12-29,114,ARSON,263.0,"ARSON 2,3,4",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,9.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,,990808.0,202418.0,40.72227316,-73.97634243,"(40.722273155, -73.976342426)",2015-12-25 00:38:00,2015-12-25 00:38:00,0.0,4
787290903,2015-05-13,11:00:00,2015-05-13,11:30:00,2015-05-13,344,ASSAULT 3 & RELATED OFFENSES,114.0,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77.0,INSIDE,RESIDENCE - APT. HOUSE,,,996547.0,184480.0,40.6730314,-73.95567083,"(40.673031404, -73.955670826)",2015-05-13 11:00:00,2015-05-13 11:30:00,30.0,0
670665970,2014-11-14,7:30:00,2014-11-14,7:40:00,2014-11-15,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,5.0,FRONT OF,STREET,,,984182.0,201589.0,40.72000018,-74.00024676,"(40.72000018, -74.000246759)",2014-11-14 07:30:00,2014-11-14 07:40:00,10.0,1
414258884,2015-06-01,17:30:00,2015-06-01,18:00:00,2015-06-02,109,GRAND LARCENY,406.0,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18.0,,STREET,,,988496.0,216331.0,40.76046229,-73.98467455,"(40.760462294, -73.984674551)",2015-06-01 17:30:00,2015-06-01 18:00:00,30.0,1
658882870,2014-05-06,0:05:00,2014-05-06,0:06:00,2014-05-06,678,MISCELLANEOUS PENAL LAW,566.0,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,N.Y. TRANSIT POLICE,MANHATTAN,13.0,,TRANSIT - NYC SUBWAY,,,988028.0,208947.0,40.74019529,-73.98636805,"(40.740195287, -73.98636805)",2014-05-06 00:05:00,2014-05-06 00:06:00,1.0,0
586709438,2014-05-29,16:00:00,2014-05-29,17:00:00,2014-05-29,109,GRAND LARCENY,415.0,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6.0,INSIDE,CHAIN STORE,,,986618.0,207098.0,40.73512073,-73.99145687,"(40.735120728, -73.991456867)",2014-05-29 16:00:00,2014-05-29 17:00:00,60.0,0
352652402,2014-11-28,19:00:00,2014-11-28,19:00:00,2014-11-28,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1.0,INSIDE,DEPARTMENT STORE,,,981309.0,197980.0,40.71009385,-74.01060963,"(40.710093847, -74.01060963)",2014-11-28 19:00:00,2014-11-28 19:00:00,0.0,0
228998088,2014-09-05,1:00:00,2014-09-05,9:00:00,2014-09-05,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105.0,FRONT OF,OTHER,,,1057422.0,190472.0,40.68918416,-73.73615249,"(40.689184162, -73.736152493)",2014-09-05 01:00:00,2014-09-05 09:00:00,480.0,0
552306023,2014-04-18,22:30:00,2014-04-18,23:58:00,2014-04-19,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60.0,INSIDE,RESIDENCE-HOUSE,,,986229.0,148311.0,40.57376338,-73.99287776,"(40.573763375, -73.992877757)",2014-04-18 22:30:00,2014-04-18 23:58:00,88.0,1
958131822,2015-03-09,13:00:00,2015-04-23,12:00:00,2015-04-23,340,FRAUDS,718.0,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115.0,INSIDE,RESIDENCE-HOUSE,,,1021246.0,214173.0,40.75446276,-73.86646798,"(40.75446276, -73.866467984)",2015-03-09 13:00:00,2015-04-23 12:00:00,1380.0,45
432842650,2015-05-01,17:15:00,,,2015-05-01,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122.0,,STREET,,,959567.0,154307.0,40.59018706,-74.08887314,"(40.590187062, -74.088873141)",2015-05-01 17:15:00,,,0
288805353,2014-08-13,9:30:00,2014-08-13,21:00:00,2014-08-14,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88.0,INSIDE,RESIDENCE - APT. HOUSE,,,995318.0,187771.0,40.68206608,-73.96009596,"(40.682066079, -73.960095959)",2014-08-13 09:30:00,2014-08-13 21:00:00,690.0,1
996417920,2015-08-17,16:00:00,2015-08-18,2:45:00,2015-08-18,107,BURGLARY,213.0,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24.0,INSIDE,RESIDENCE - APT. HOUSE,,,993280.0,230536.0,40.79944768,-73.96738653,"(40.799447675, -73.967386531)",2015-08-17 16:00:00,2015-08-18 02:45:00,645.0,1
748891347,2014-02-08,3:10:00,,,2014-02-08,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13.0,,STREET,,,988920.0,208453.0,40.73883895,-73.9831495,"(40.738838954, -73.983149496)",2014-02-08 03:10:00,,,0
856248086,2014-02-06,23:00:00,2014-02-07,2:00:00,2014-02-07,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,INSIDE,RESIDENCE - APT. HOUSE,,,996953.0,172489.0,40.64011816,-73.95422978,"(40.640118163, -73.954229784)",2014-02-06 23:00:00,2014-02-07 02:00:00,180.0,1
829409850,2015-02-02,22:00:00,2015-02-02,22:05:00,2015-02-02,116,SEX CRIMES,168.0,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,,2015-02-02 22:00:00,2015-02-02 22:05:00,5.0,0
116177479,2015-01-01,2:30:00,2015-01-01,3:00:00,2015-01-01,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46.0,FRONT OF,STREET,,,1005725.0,249742.0,40.85214119,-73.92237572,"(40.852141187, -73.922375722)",2015-01-01 02:30:00,2015-01-01 03:00:00,30.0,0
574974821,2015-07-27,20:00:00,2015-07-27,20:10:00,2015-07-27,109,GRAND LARCENY,410.0,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72.0,,BANK,,,980740.0,173490.0,40.64287411,-74.01264925,"(40.642874105, -74.012649253)",2015-07-27 20:00:00,2015-07-27 20:10:00,10.0,0
539001454,2015-01-05,0:30:00,2015-01-05,0:50:00,2015-01-05,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,122.0,INSIDE,RESIDENCE-HOUSE,,,959064.0,152000.0,40.58385339,-74.0906756,"(40.583853393, -74.090675604)",2015-01-05 00:30:00,2015-01-05 00:50:00,20.0,0
483995269,2015-01-22,8:40:00,2015-01-22,8:45:00,2015-01-22,341,PETIT LARCENY,313.0,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63.0,FRONT OF,STREET,,,1002817.0,164872.0,40.61920076,-73.93312148,"(40.619200756, -73.933121483)",2015-01-22 08:40:00,2015-01-22 08:45:00,5.0,0
242075234,2015-11-20,1:30:00,2015-11-20,7:30:00,2015-11-20,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122.0,FRONT OF,RESIDENCE-HOUSE,,,955642.0,150833.0,40.58063983,-74.10299047,"(40.580639827, -74.102990474)",2015-11-20 01:30:00,2015-11-20 07:30:00,360.0,0
256325519,2015-06-01,12:00:00,2015-08-24,18:00:00,2015-08-24,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,73.0,FRONT OF,RESIDENCE-HOUSE,,,1006952.0,184649.0,40.67347471,-73.91816031,"(40.673474705, -73.918160305)",2015-06-01 12:00:00,2015-08-24 18:00:00,360.0,84
417348251,2014-11-03,14:00:00,2014-11-05,11:15:00,2014-11-05,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46.0,INSIDE,,,,1009147.0,251313.0,40.85644413,-73.91000039,"(40.856444127, -73.910000385)",2014-11-03 14:00:00,2014-11-05 11:15:00,1275.0,2
169899084,2015-08-22,2:20:00,,,2015-08-22,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,72.0,INSIDE,RESIDENCE - APT. HOUSE,,,979686.0,173993.0,40.64425425,-74.01644754,"(40.644254252, -74.016447541)",2015-08-22 02:20:00,,,0
325963565,2014-03-28,14:50:00,2014-03-28,14:52:00,2014-04-01,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75.0,,STREET,,,1020465.0,184548.0,40.67315252,-73.86944629,"(40.673152519, -73.869446286)",2014-03-28 14:50:00,2014-03-28 14:52:00,2.0,4
435226183,2015-10-08,15:00:00,2015-10-09,9:30:00,2015-10-09,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60.0,INSIDE,TRANSIT FACILITY (OTHER),,,991456.0,154670.0,40.59121487,-73.97405568,"(40.591214867, -73.974055677)",2015-10-08 15:00:00,2015-10-09 09:30:00,1110.0,1
111816833,2015-10-16,6:00:00,2015-10-21,0:01:00,2015-10-21,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33.0,INSIDE,RESIDENCE - APT. HOUSE,,,1001889.0,245601.0,40.84078386,-73.93625261,"(40.840783858, -73.936252607)",2015-10-16 06:00:00,2015-10-21 00:01:00,1081.0,5
679376423,2014-06-08,21:00:00,2014-06-08,21:05:00,2014-06-08,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79.0,INSIDE,OTHER,,,999596.0,192268.0,40.69440293,-73.94466146,"(40.694402929, -73.944661464)",2014-06-08 21:00:00,2014-06-08 21:05:00,5.0,0
331156609,2014-08-20,21:55:00,2014-08-21,1:00:00,2014-08-21,109,GRAND LARCENY,407.0,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,PORT AUTHORITY,QUEENS,113.0,,AIRPORT TERMINAL,,,,,,,,2014-08-20 21:55:00,2014-08-21 01:00:00,185.0,1
298812902,2015-07-04,9:30:00,2015-07-04,9:45:00,2015-07-04,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48.0,INSIDE,RESIDENCE - APT. HOUSE,,,1014872.0,248381.0,40.84837866,-73.88931829,"(40.848378662, -73.889318286)",2015-07-04 09:30:00,2015-07-04 09:45:00,15.0,0
573542516,2014-05-21,12:00:00,2014-05-21,12:45:00,2014-05-21,107,BURGLARY,211.0,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71.0,FRONT OF,STREET,,,998307.0,181672.0,40.66532145,-73.94933189,"(40.665321451, -73.949331891)",2014-05-21 12:00:00,2014-05-21 12:45:00,45.0,0
961271902,2014-02-02,16:00:00,2014-02-02,16:10:00,2014-02-02,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,101.0,INSIDE,RESIDENCE-HOUSE,,,1050974.0,157447.0,40.59858894,-73.75972967,"(40.598588937, -73.759729672)",2014-02-02 16:00:00,2014-02-02 16:10:00,10.0,0
991890477,2014-04-16,10:00:00,,,2014-04-16,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84.0,INSIDE,PUBLIC BUILDING,,,987788.0,191924.0,40.69347133,-73.98724307,"(40.693471325, -73.987243065)",2014-04-16 10:00:00,,,0
527482769,2014-12-19,17:00:00,2014-12-20,9:20:00,2014-12-20,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,9.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,,991391.0,203282.0,40.72464418,-73.97423824,"(40.724644175, -73.974238244)",2014-12-19 17:00:00,2014-12-20 09:20:00,980.0,1
908134211,2015-02-28,18:05:00,2015-02-28,18:12:00,2015-02-28,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30.0,INSIDE,RESIDENCE - APT. HOUSE,,,996311.0,238742.0,40.82196725,-73.9564243,"(40.82196725, -73.9564243)",2015-02-28 18:05:00,2015-02-28 18:12:00,7.0,0
122557373,2015-02-04,0:00:00,2015-02-04,0:05:00,2015-02-04,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73.0,,STREET,,,1006569.0,184676.0,40.67354979,-73.91954094,"(40.673549788, -73.919540937)",2015-02-04 00:00:00,2015-02-04 00:05:00,5.0,0
175792057,2014-02-08,1:45:00,2014-02-08,1:45:00,2014-02-08,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114.0,FRONT OF,STREET,,,1007966.0,215394.0,40.75785968,-73.91439651,"(40.757859684, -73.914396507)",2014-02-08 01:45:00,2014-02-08 01:45:00,0.0,0
516668163,2015-01-13,17:38:00,,,2015-01-13,343,THEFT OF SERVICES,475.0,UNAUTH. SALE OF TRANS. SERVICE,COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,9.0,,TRANSIT - NYC SUBWAY,,,986674.0,202948.0,40.72372998,-73.99125629,"(40.723729975, -73.991256293)",2015-01-13 17:38:00,,,0
996986199,2014-02-02,15:00:00,2014-02-02,15:37:00,2014-02-02,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60.0,,OTHER,,,986829.0,148294.0,40.57371656,-73.99071798,"(40.57371656, -73.990717981)",2014-02-02 15:00:00,2014-02-02 15:37:00,37.0,0
256272239,2014-11-05,19:30:00,2014-11-05,19:35:00,2014-11-05,359,OFFENSES AGAINST PUBLIC ADMINI,748.0,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,FOREST,1010651.0,240263.0,40.82611074,-73.90460702,"(40.826110743, -73.904607024)",2014-11-05 19:30:00,2014-11-05 19:35:00,5.0,0
304982082,2015-01-28,11:35:00,2015-01-28,11:50:00,2015-01-28,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90.0,,STREET,,,995395.0,199367.0,40.7138943,-73.95979915,"(40.713894303, -73.959799151)",2015-01-28 11:35:00,2015-01-28 11:50:00,15.0,0
673063232,2014-11-02,17:56:00,,,2014-11-02,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,5.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,LOWER EAST SIDE I INFILL,986762.0,201652.0,40.72017274,-73.9909393,"(40.720172743, -73.990939296)",2014-11-02 17:56:00,,,0
341589587,2015-11-01,11:00:00,2015-11-11,16:00:00,2015-11-20,341,PETIT LARCENY,303.0,"LARCENY,PETIT BY CHECK USE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52.0,INSIDE,RESIDENCE - APT. HOUSE,,,1014605.0,256477.0,40.87060066,-73.89024669,"(40.870600658, -73.890246693)",2015-11-01 11:00:00,2015-11-11 16:00:00,300.0,19
279231427,2014-01-27,12:00:00,2014-02-03,12:00:00,2014-03-05,109,GRAND LARCENY,437.0,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18.0,INSIDE,HOTEL/MOTEL,,,988740.0,219078.0,40.76800198,-73.98379194,"(40.768001981, -73.983791944)",2014-01-27 12:00:00,2014-02-03 12:00:00,0.0,37
332642550,2015-08-10,7:52:00,2015-08-10,7:59:00,2015-08-10,107,BURGLARY,211.0,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13.0,INSIDE,COMMERCIAL BUILDING,,,986234.0,210847.0,40.7454109,-73.99284137,"(40.745410898, -73.992841369)",2015-08-10 07:52:00,2015-08-10 07:59:00,7.0,0
959094998,2014-03-01,6:30:00,2014-03-01,6:40:00,2014-03-01,117,DANGEROUS DRUGS,503.0,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25.0,INSIDE,RESIDENCE - APT. HOUSE,,,1002076.0,231440.0,40.80191554,-73.93561439,"(40.801915542, -73.93561439)",2014-03-01 06:30:00,2014-03-01 06:40:00,10.0,0
140095584,2015-11-01,15:00:00,,,2015-11-03,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33.0,INSIDE,RESIDENCE - APT. HOUSE,,,1000166.0,247424.0,40.84579073,-73.94247535,"(40.845790732, -73.942475348)",2015-11-01 15:00:00,,,2
434156039,2015-10-09,15:45:00,,,2015-10-09,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43.0,INSIDE,TELECOMM. STORE,,,1021282.0,238581.0,40.82145596,-73.86620349,"(40.821455962, -73.866203487)",2015-10-09 15:45:00,,,0
918778008,2015-08-19,9:05:00,,,2015-08-20,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122.0,INSIDE,RESIDENCE-HOUSE,,,958694.0,154145.0,40.58973993,-74.09201578,"(40.58973993, -74.092015783)",2015-08-19 09:05:00,,,1
